StudyID,RefID,Author,Year,Predator,Field or Mesocosm,lifestage,effect_size
5,8,Merkley,2011,Least chub,M,EmergenceRR,0.2
5,9,Merkley,2011,Utah chub,M,BenthicRR,0
5,9,Merkley,2011,Utah chub,M,EmergenceRR,0.15000000000000002
5,10,Merkley,2011,MF/UC,M,BenthicRR,0
5,10,Merkley,2011,MF/UC,M,EmergenceRR,0.14
5,11,Merkley,2011,LC/UC,M,BenthicRR,0
5,11,Merkley,2011,LC/UC,M,EmergenceRR,0.2
5,12,Merkley,2011,MF/UC/LC,M,BenthicRR,0
5,12,Merkley,2011,MF/UC/LC,M,EmergenceRR,0.09
5,13,Merkley,2011,Western mosquitofish,M,BenthicRR,0
5,13,Merkley,2011,Western mosquitofish,M,EmergenceRR,0.32999999999999996
5,14,Merkley,2011,Least chub,M,BenthicRR,0
5,14,Merkley,2011,Least chub,M,EmergenceRR,0.47000000000000003
5,15,Merkley,2011,Utah chub,M,BenthicRR,0
5,15,Merkley,2011,Utah chub,M,EmergenceRR,0.13
5,16,Merkley,2011,MF/UC,M,BenthicRR,0
5,16,Merkley,2011,MF/UC,M,EmergenceRR,0.07
5,17,Merkley,2011,LC/UC,M,BenthicRR,0
5,17,Merkley,2011,LC/UC,M,EmergenceRR,0.32999999999999996
5,18,Merkley,2011,MF/UC/LC,M,BenthicRR,0
5,18,Merkley,2011,MF/UC/LC,M,EmergenceRR,0.13
6,1,Biggs,2000,Galaxia,M,BenthicRR,0.3
6,1,Biggs,2000,Galaxia,M,EmergenceRR,0
6,2,Biggs,2000,Galaxia,M,BenthicRR,0.05
6,2,Biggs,2000,Galaxia,M,EmergenceRR,0
6,3,Biggs,2000,Galaxia,M,BenthicRR,0.11
6,3,Biggs,2000,Galaxia,M,EmergenceRR,0
6,4,Biggs,2000,Salmo trutta,M,BenthicRR,0.61
6,4,Biggs,2000,Salmo trutta,M,EmergenceRR,0
6,5,Biggs,2000,Salmo trutta,M,BenthicRR,0.69
6,5,Biggs,2000,Salmo trutta,M,EmergenceRR,0
6,6,Biggs,2000,Salmo trutta,M,BenthicRR,0.42000000000000004
6,6,Biggs,2000,Salmo trutta,M,EmergenceRR,0
7,1,Greig,2011,Threespine stickleback,M,BenthicRR,0.92
7,1,Greig,2011,Threespine stickleback,M,EmergenceRR,0.05
8,1,Jones,2013,Green sunfish,M,BenthicRR,0
8,1,Jones,2013,Green sunfish,M,EmergenceRR,0.23
8,2,Jones,2013,Green sunfish,M,BenthicRR,0
8,2,Jones,2013,Green sunfish,M,EmergenceRR,0
8,3,Jones,2013,Green sunfish,M,BenthicRR,0
8,3,Jones,2013,Green sunfish,M,EmergenceRR,0
9,1,Shuring,2012,Threespine stickleback,M,BenthicRR,0.25
9,1,Shuring,2012,Threespine stickleback,M,EmergenceRR,0
10,1,Batzer,2000,sunfish/bullhead/crappie/carp,M,BenthicRR,0.63
10,1,Batzer,2000,sunfish/bullhead/crappie/carp,M,EmergenceRR,0
10,2,Batzer,2000,sunfish/bullhead/crappie/carp,M,BenthicRR,0.42000000000000004
10,2,Batzer,2000,sunfish/bullhead/crappie/carp,M,EmergenceRR,0
11,1,Diehl,1992,perch,M,BenthicRR,0.74
11,1,Diehl,1992,perch,M,EmergenceRR,0
11,2,Diehl,1992,perch,M,BenthicRR,0.51
11,2,Diehl,1992,perch,M,EmergenceRR,0
11,3,Diehl,1992,perch,M,BenthicRR,1.54
11,3,Diehl,1992,perch,M,EmergenceRR,0
12,1,Dahl,1998,bullhead,M,BenthicRR,0.1
12,1,Dahl,1998,bullhead,M,EmergenceRR,0
12,2,Dahl,1998,brown trout,M,BenthicRR,0.33999999999999997
12,2,Dahl,1998,brown trout,M,EmergenceRR,0
12,3,Dahl,1998,bullhead/brown trout,M,BenthicRR,0.12000000000000001
12,3,Dahl,1998,bullhead/brown trout,M,EmergenceRR,0
12,4,Dahl,1998,bullhead,M,BenthicRR,0.05
12,4,Dahl,1998,bullhead,M,EmergenceRR,0
12,5,Dahl,1998,brown trout,M,BenthicRR,0.88
12,5,Dahl,1998,brown trout,M,EmergenceRR,0
12,6,Dahl,1998,bullhead/brown trout,M,BenthicRR,0.17
12,6,Dahl,1998,bullhead/brown trout,M,EmergenceRR,0
12,7,Dahl,1998,bullhead,M,BenthicRR,1.37
12,7,Dahl,1998,bullhead,M,EmergenceRR,0
12,8,Dahl,1998,brown trout,M,BenthicRR,1.07
12,8,Dahl,1998,brown trout,M,EmergenceRR,0
12,9,Dahl,1998,bullhead/brown trout,M,BenthicRR,2.32
12,9,Dahl,1998,bullhead/brown trout,M,EmergenceRR,0
12,10,Dahl,1998,bullhead,M,BenthicRR,0
12,10,Dahl,1998,bullhead,M,EmergenceRR,0
12,11,Dahl,1998,brown trout,M,BenthicRR,0.25
12,11,Dahl,1998,brown trout,M,EmergenceRR,0
12,12,Dahl,1998,bullhead/brown trout,M,BenthicRR,0.04
12,12,Dahl,1998,bullhead/brown trout,M,EmergenceRR,0
13,1,Batzer,1998,juvenile carp/bullhead,M,BenthicRR,0.32999999999999996
13,1,Batzer,1998,juvenile carp/bullhead,M,EmergenceRR,0
14,1,Deegan,1997,high density grayling,M,BenthicRR,0.39
14,1,Deegan,1997,high density grayling,M,EmergenceRR,0
14,2,Deegan,1997,high density grayling,M,BenthicRR,0.35
14,2,Deegan,1997,high density grayling,M,EmergenceRR,0
14,3,Deegan,1997,high density grayling,M,BenthicRR,0.9
14,3,Deegan,1997,high density grayling,M,EmergenceRR,0
14,4,Deegan,1997,high density grayling,M,BenthicRR,0
14,4,Deegan,1997,high density grayling,M,EmergenceRR,0
14,5,Deegan,1997,high density grayling,M,BenthicRR,0.48000000000000004
14,5,Deegan,1997,high density grayling,M,EmergenceRR,0
15,1,Englund,2005,C. gobio,M,BenthicRR,1.21
15,1,Englund,2005,C. gobio,M,EmergenceRR,0
15,2,Englund,2005,C. gobio,M,BenthicRR,1.27
15,2,Englund,2005,C. gobio,M,EmergenceRR,0
15,3,Englund,2005,C. gobio,M,BenthicRR,0.71
15,3,Englund,2005,C. gobio,M,EmergenceRR,0
15,4,Englund,2005,C. gobio,M,BenthicRR,0.93
15,4,Englund,2005,C. gobio,M,EmergenceRR,0
15,5,Englund,2005,C. gobio,M,BenthicRR,0.99
15,5,Englund,2005,C. gobio,M,EmergenceRR,0
15,6,Englund,2005,C. gobio,M,BenthicRR,0.8600000000000001
15,6,Englund,2005,C. gobio,M,EmergenceRR,0
15,7,Englund,2005,C. gobio,M,BenthicRR,0.89
15,7,Englund,2005,C. gobio,M,EmergenceRR,0
15,8,Englund,2005,C. gobio,M,BenthicRR,0.75
15,8,Englund,2005,C. gobio,M,EmergenceRR,0
15,9,Englund,2005,C. gobio,M,BenthicRR,0.63
15,9,Englund,2005,C. gobio,M,EmergenceRR,0
15,10,Englund,2005,C. gobio,M,BenthicRR,0.93
15,10,Englund,2005,C. gobio,M,EmergenceRR,0
15,11,Englund,2005,C. gobio,M,BenthicRR,0.8600000000000001
15,11,Englund,2005,C. gobio,M,EmergenceRR,0
15,12,Englund,2005,C. gobio,M,BenthicRR,0.92
15,12,Englund,2005,C. gobio,M,EmergenceRR,0
15,13,Englund,2005,C. gobio,M,BenthicRR,1.01
15,13,Englund,2005,C. gobio,M,EmergenceRR,0
16,NA,Winkelmann,2008,Gobio gobio,F,BenthicRR,0.7799999999999999
16,NA,Winkelmann,2008,Gobio gobio,F,EmergenceRR,NA
16,NA,Winkelmann,2008,Gobio gobio,F,BenthicRR,0.89
16,NA,Winkelmann,2008,Gobio gobio,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,BenthicRR,NA
17,NA,Winkelmann,2011,Gobio gobio and Barbatula barbatula L,F,EmergenceRR,NA
18,NA,C. R. Townsend,2003,Galaxias,F,BenthicRR,1.02
18,NA,C. R. Townsend,2003,Galaxias,F,EmergenceRR,NA
18,NA,C. R. Townsend,2003,Trout,F,BenthicRR,0.62
18,NA,C. R. Townsend,2003,Trout,F,EmergenceRR,NA
18,NA,C. R. Townsend,2003,Galaxias,F,BenthicRR,1.1400000000000001
18,NA,C. R. Townsend,2003,Galaxias,F,EmergenceRR,NA
18,NA,C. R. Townsend,2003,Trout,F,BenthicRR,0.62
18,NA,C. R. Townsend,2003,Trout,F,EmergenceRR,NA
18,NA,C. R. Townsend,2003,Galaxias,F,BenthicRR,0.92
18,NA,C. R. Townsend,2003,Galaxias,F,EmergenceRR,NA
18,NA,C. R. Townsend,2003,Trout,F,BenthicRR,0.8500000000000001
18,NA,C. R. Townsend,2003,Trout,F,EmergenceRR,NA
19,NA,J. Rosenfeld,2000,Mottled Sculpins/Brook Trout/White Suckers,F,BenthicRR,0.81
19,NA,J. Rosenfeld,2000,Mottled Sculpins/Brook Trout/White Suckers,F,EmergenceRR,NA
20,NA,Peter Koetsier,1989,Sculpin,F,BenthicRR,0.5700000000000001
20,NA,Peter Koetsier,1989,Sculpin,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.53
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,1.1
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Salvelinus Fontinalis,F,BenthicRR,0.7
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Salvelinus Fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Salvelinus Fontinalis,F,BenthicRR,0.58
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Salvelinus Fontinalis,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.71
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.9500000000000001
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.3
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.7
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,1.27
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.91
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,1.51
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,1.21
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.38
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.3
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,1
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.76
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,3.17
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,15.5
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0.36
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,BenthicRR,0
21,NA,"Harvey, B.C. and Hill, W.R.",1991,Semotilus Atromaculatus,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.24000000000000002
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,1.09
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,1.53
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.32999999999999996
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.81
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,1
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.9500000000000001
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.32999999999999996
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.5700000000000001
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.9400000000000001
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.74
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,2
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.58
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,3.14
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0.6
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,BenthicRR,0
22,NA,"Reice, S.R. and Edwards, R.L.",1986,Pungitius Pungitius and Salvelinus fontinalis,F,EmergenceRR,NA
